,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
341,342,18,9,2011,27.73,88.155,9/18/2011,12:40:52,Earthquake,50.0,,383.0,6.9,MWW,,,13.0,,,0.96,USP000J88B,US,US,US,Reviewed,9842,,12,40,51.8,50.0,6.9,6.9,6.7,6.6,,,,,INDIA,,INDIA:  SIKKIM,60,111.0,3.0,,,177.0,3.0,22.3,3.0,6000.0,4.0,6000.0,4.0,111.0,3.0,,,177.0,3.0,22.3,3.0,,4.0,6000.0,4.0
342,343,19,1,1981,-4.576,139.232,1/19/1981,15:11:01,Earthquake,33.0,,,6.7,MS,,,,,,,USP0001BTA,US,US,US,Reviewed,4909,,15,11,1.0,33.0,6.7,,6.7,6.0,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS,170,305.0,3.0,,,,2.0,5.0,2.0,,,,,305.0,3.0,,,,2.0,5.0,2.0,,,,
343,344,19,1,1995,5.05,-72.916,1/19/1995,15:05:03,Earthquake,17.3,,,6.5,MW,,,,,,0.9,USP0006RKQ,US,US,HRV,Reviewed,5402,,15,5,3.4,17.0,6.5,6.5,6.6,6.3,,,,,COLOMBIA,,"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",160,7.0,1.0,,,,2.0,,2.0,512.0,3.0,20.0,1.0,7.0,1.0,,,,2.0,,2.0,512.0,3.0,20.0,1.0
344,345,19,1,2005,34.064,141.491,1/19/2005,6:11:36,Earthquake,27.8,,225.0,6.6,MWC,,,78.5,,,1.2,USP000DDRK,US,US,HRV,Reviewed,6640,Tsu,6,11,36.4,28.0,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,30,,,,,,,,,,,,,,,,,,,,,,,,
345,346,19,10,1991,30.78,78.774,10/19/1991,21:23:14,Earthquake,10.3,,,6.8,MWB,,,,,,1.2,USP0004Y1R,US,US,US,Reviewed,5307,,21,23,14.3,10.0,7.0,,7.0,6.5,,,,8.0,INDIA,,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",60,2000.0,4.0,,,1800.0,4.0,60.0,4.0,7500.0,4.0,7500.0,4.0,2000.0,4.0,,,1800.0,4.0,60.0,4.0,7500.0,4.0,,
346,347,19,10,1995,28.094,130.148,10/19/1995,2:41:36,Earthquake,19.7,,,6.8,MW,,,,,,1.2,USP00075DB,US,US,HRV,Reviewed,6496,Tsu,2,41,36.1,20.0,6.8,6.8,6.9,6.3,,,,,JAPAN,,JAPAN:  RYUKU IS.,30,,,,,,,,,,,,,,,,,,,,,,,,
347,348,19,10,1996,31.885,131.468,10/19/1996,14:44:41,Earthquake,22.0,,,6.7,MWC,,,,,,1.02,USP0007RP0,US,US,HRV,Reviewed,6607,Tsu,14,44,40.7,22.0,6.7,6.7,6.6,6.3,,,,,JAPAN,,JAPAN:  KYUSHU ISLAND,30,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
348,349,19,10,2001,-4.102,123.907,10/19/2001,3:28:44,Earthquake,33.0,,234.0,7.5,MWC,,,,,,1.14,USP000AR78,US,US,HRV,Reviewed,5610,,3,28,44.4,33.0,7.5,7.5,7.3,6.3,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170,,,,,,,,,,,,,,,,,,,,,,,,
349,350,19,11,1991,4.554,-77.442,11/19/1991,22:28:51,Earthquake,21.3,,,7.2,MW,,,,,,1.2,USP0004ZBT,US,US,HRV,Reviewed,5311,,22,28,51.0,21.0,6.4,,6.4,6.4,,,,6.0,COLOMBIA,,"COLOMBIA:  CHACO, BUENAVENTURA, CALI",160,2.0,1.0,,,,,,1.0,,,28.0,1.0,2.0,1.0,,,,,,2.0,,,28.0,1.0
350,351,19,11,1998,27.308,101.029,11/19/1998,11:38:15,Earthquake,33.0,,,5.6,MWC,,,,,,0.97,USP0008YEF,US,US,HRV,Reviewed,5509,,11,38,14.8,33.0,5.6,5.6,5.6,5.2,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",30,5.0,1.0,,,1543.0,4.0,70.0,4.0,12000.0,4.0,12000.0,4.0,5.0,1.0,,,1543.0,4.0,70.0,4.0,12000.0,4.0,,
351,352,19,11,2008,8.267,-82.967,11/19/2008,6:11:21,Earthquake,32.0,,359.0,6.3,MWC,,,35.1,,,1.16,USP000GP1C,US,US,GCMT,Reviewed,8192,,6,11,20.7,32.0,6.1,6.1,5.9,5.9,,,,,PANAMA,,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",100,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
352,353,19,12,1980,34.587,50.652,12/19/1980,1:16:56,Earthquake,33.0,,,5.8,MS,,,,,,,USP0001BBG,US,US,US,Reviewed,4907,,1,16,56.0,33.0,5.8,,5.8,5.6,,,,,IRAN,,"IRAN:  N CENTRAL, TEHRAN",140,26.0,1.0,,,,,5.0,2.0,,,,,26.0,1.0,,,,,5.0,2.0,,,,
353,354,19,12,1981,39.243,25.227,12/19/1981,14:10:51,Earthquake,10.0,,,7.2,MS,,12.0,,,,1.2,USP0001HGC,US,US,US,Reviewed,4935,,14,10,50.7,10.0,7.5,,7.5,6.2,,,,,GREECE,,"GREECE:  AEGEAN SEA:  LESBOS, SKIROS",130,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
354,355,19,12,1982,-24.133,-175.864,12/19/1982,17:43:55,Earthquake,33.0,,,7.2,MW,,,,,,1.5,USP0001RJ6,US,US,NC,Reviewed,4958,Tsu,17,43,54.8,33.0,7.7,,7.7,5.9,,,,,TONGA,,TONGA TRENCH,170,,,,,,,,,,,,,,,,,,,,,,,,
355,356,19,12,2009,-10.108,33.818,12/19/2009,23:19:16,Earthquake,6.0,,301.0,6.0,MWC,,,34.9,,,1.05,USP000H56X,US,US,US,Reviewed,8632,,23,19,15.5,6.0,6.0,6.0,6.0,6.0,,,,,MALAWI,,MALAWI:  KARONGA,10,3.0,1.0,,,250.0,3.0,,3.0,1111.0,4.0,1111.0,4.0,3.0,1.0,,,250.0,3.0,,3.0,1111.0,4.0,3565.0,4.0
356,357,19,12,2009,23.796,121.605,12/19/2009,13:02:16,Earthquake,43.0,,426.0,6.4,MWC,,,13.6,,,1.04,USP000H56G,US,US,US,Reviewed,8652,,13,2,17.0,57.0,6.4,6.4,,6.2,,,,,TAIWAN,,TAIWAN:  HUALIEN,30,,,,,14.0,1.0,,1.0,,,,1.0,,,,,14.0,1.0,,1.0,,,,1.0
357,358,19,2,1968,39.368,24.957,2/19/1968,22:45:45,Earthquake,15.0,,,7.2,MW,,,,,,,ISCGEM826342,ISCGEM,ISCGEM,ISCGEM,Automatic,4428,Tsu,22,45,45.7,15.0,7.2,7.2,7.5,7.1,,,,10.0,GREECE,,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,130,20.0,1.0,,,18.0,1.0,0.6,1.0,500.0,3.0,1951.0,4.0,20.0,1.0,,,18.0,1.0,0.6,1.0,500.0,3.0,1951.0,4.0
358,359,19,3,1984,40.32,63.35,3/19/1984,20:28:38,Earthquake,14.5,,,7.0,MW,,,,,,0.9,USP00022S5,US,US,NC,Reviewed,5028,,20,28,38.2,15.0,7.0,,7.0,6.5,,,,9.0,UZBEKISTAN,,UZBEKISTAN:  GAZLI,40,,,,,100.0,2.0,5.0,2.0,,,,,,,,,100.0,2.0,5.0,2.0,,,,
359,360,19,3,1995,-4.183,135.109,3/19/1995,23:53:15,Earthquake,33.0,,,6.9,MW,,,,,,1.4,USP0006UEF,US,US,HRV,Reviewed,6491,,23,53,14.9,33.0,6.9,6.9,7.1,6.2,,,,,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,170,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
360,361,19,3,1996,39.993,76.696,3/19/1996,15:00:26,Earthquake,28.2,,,6.3,MWC,,,,,,1.0,USP0007EZD,US,US,HRV,Reviewed,5436,,15,0,26.0,28.0,6.3,6.3,6.0,5.7,,,,,CHINA,,"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",40,24.0,1.0,,,128.0,3.0,24.0,3.0,15314.0,4.0,,,24.0,1.0,,,128.0,3.0,24.0,3.0,15314.0,4.0,,
361,362,19,3,1998,39.977,76.731,3/19/1998,13:51:34,Earthquake,33.0,,,5.6,MWC,,,,,,0.85,USP0008HPR,US,US,HRV,Reviewed,5488,,13,51,33.7,33.0,5.6,5.6,5.6,5.4,,,,,CHINA,,"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR",40,,,,,,,,1.0,400.0,3.0,,,,,,,,,,1.0,400.0,3.0,,
362,363,19,4,2006,31.607,90.413,4/19/2006,21:05:43,Earthquake,33.1,17.8,193.0,5.7,MWC,,,45.1,,,1.01,USP000EEYF,US,US,HRV,Reviewed,7240,,2,5,42.9,33.0,5.7,5.7,5.7,5.2,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),40,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,
363,364,19,4,2013,46.221,150.788,4/19/2013,3:05:53,Earthquake,110.0,,770.0,7.2,MWW,,,10.1,,,0.86,USB000GBF8,US,US,US,Reviewed,9977,Tsu,3,5,52.6,110.0,7.2,7.2,,7.1,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
364,365,19,6,1982,13.313,-89.339,6/19/1982,6:21:58,Earthquake,81.6,1.9,,6.2,MB,,71.0,,,,1.2,USP0001N0H,US,US,US,Reviewed,4945,,6,21,58.0,82.0,6.2,,,6.2,,,,7.0,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR; GUATEMALA,100,43.0,1.0,,,,3.0,5.0,2.0,,,,,43.0,1.0,,,,3.0,5.0,2.0,,,,
365,366,19,6,1988,12.376,121.067,6/19/1988,20:19:53,Earthquake,16.7,,,6.2,MW,,,,,,1.4,USP0003H43,US,US,HRV,Reviewed,5161,,20,19,52.6,17.0,6.2,6.2,6.4,5.6,,,,7.0,PHILIPPINES,,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",170,2.0,1.0,,,2.0,1.0,,2.0,,,,,2.0,1.0,,,2.0,1.0,,2.0,,,,
366,367,19,7,2008,37.552,142.214,7/19/2008,2:39:29,Earthquake,22.0,,577.0,7.0,MWC,,,18.2,,,0.84,USP000GCJG,US,US,US,Reviewed,7971,Tsu,2,39,28.7,22.0,6.9,6.9,7.0,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,30,,,,,,,,,,,,,,,,,,,,,,,,
367,368,19,7,2011,40.081,71.41,7/19/2011,19:35:43,Earthquake,20.0,,510.0,6.1,MWW,,,32.7,,,0.9,USP000J560,US,US,US,Reviewed,9829,,19,35,43.4,20.0,6.1,6.1,6.2,6.1,,,,,UZBEKISTAN,,"UZBEKISTAN:  FARGONA, VIOLYATI",40,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,,14.0,1.0,,,86.0,2.0,,1.0,,2.0,,
368,369,19,8,1977,-11.085,118.464,8/19/1977,6:08:55,Earthquake,33.0,,,7.9,MS,,,,,,,USP0000Q62,US,US,US,Reviewed,4779,Tsu,6,8,55.2,33.0,8.0,,8.0,7.0,,,,,INDONESIA,,INDONESIA:  SUNDA ISLANDS,170,,,,,,,,1.0,,,,,189.0,3.0,,,75.0,2.0,1.2,2.0,,,,
369,370,19,8,1992,42.142,73.575,8/19/1992,2:04:37,Earthquake,27.4,,,7.3,MWB,,,,,,1.1,USP0005CQ0,US,US,US,Reviewed,5332,,2,4,37.4,27.0,7.5,,7.5,6.6,,,,9.0,KYRGYZSTAN,,KYRGYZSTAN:  TOLUK,40,75.0,2.0,,,,,130.0,4.0,8200.0,4.0,,,75.0,2.0,,,,,130.0,4.0,8200.0,4.0,,
370,371,19,8,2002,-21.696,-179.513,8/19/2002,11:01:01,Earthquake,580.0,,670.0,7.7,MWC,,,,,,0.93,USP000BA6G,US,US,HRV,Reviewed,8953,,11,1,1.1,580.0,7.7,7.7,,6.7,,,,,FIJI,,FIJI ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
371,372,19,8,2002,-23.884,178.495,8/19/2002,11:08:24,Earthquake,675.4,,302.0,7.7,MWC,,,,,,1.08,USP000BA6M,US,US,HRV,Reviewed,8954,,11,8,24.3,675.0,7.7,7.7,,7.0,,,,,FIJI,,FIJI ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
372,373,19,9,1979,42.812,13.061,9/19/1979,21:35:37,Earthquake,16.0,,,5.9,MB,,,,,,,USP000130X,US,US,US,Reviewed,4844,,21,35,37.2,16.0,5.8,,5.8,5.9,,,,,ITALY,,ITALY:  CENTRAL:  UMBRIA,130,5.0,1.0,,,5000.0,4.0,,3.0,,,,,5.0,1.0,,,5000.0,4.0,,3.0,,,,
373,374,19,9,1985,18.19,-102.533,9/19/1985,13:17:47,Earthquake,27.9,3.8,,8.0,MW,,,,,,1.3,USP0002JWE,US,US,HRV,Reviewed,5076,Tsu,13,17,47.3,28.0,8.1,,8.1,6.8,,,,9.0,MEXICO,,MEXICO:  MICHOACAN:  MEXICO CITY,150,9500.0,4.0,,,30000.0,4.0,4000.0,4.0,,4.0,,,9500.0,4.0,,,30000.0,4.0,4000.0,4.0,,4.0,,
374,375,19,9,2011,14.186,-90.238,9/19/2011,18:33:56,Earthquake,9.0,,286.0,5.6,MWR,,,59.6,,,1.4,USP000J89Y,US,US,US,Reviewed,9843,,18,33,55.8,9.0,5.6,5.6,5.3,5.1,,,,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,100,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
375,376,2,1,2002,-17.6,167.856,1/2/2002,17:22:49,Earthquake,21.0,,427.0,7.2,MWC,,,,,,0.9,USP000AVPW,US,US,HRV,Reviewed,5614,Tsu,17,22,48.7,21.0,7.2,7.2,7.5,6.3,,,,,VANUATU,,"VANUATU ISLANDS:  EFATE, PORT VILA",170,,,,,,2.0,,1.0,,,,2.0,,,,,,2.0,,1.0,,,,2.0
376,377,2,10,1987,-8.143,-77.954,10/2/1987,22:27:56,Earthquake,19.8,9.3,,5.6,MW,,,,,,1.0,USP00038XQ,US,US,HRV,Reviewed,5145,,22,27,55.8,20.0,5.1,,5.1,5.4,,,,4.0,PERU,,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",160,3.0,1.0,,,,,,2.0,,3.0,,,3.0,1.0,,,,,,3.0,,3.0,,
377,378,2,10,2000,-7.977,30.709,10/2/2000,2:25:31,Earthquake,34.0,,415.0,6.5,MWB,,,,,,1.13,USP000A14K,US,US,US,Reviewed,5577,,2,25,31.3,34.0,6.5,6.5,6.7,6.1,,,,,TANZANIA,,"TANZANIA:  NKANSI, RUKWA",10,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0
378,379,2,11,1979,-7.656,108.252,11/2/1979,15:53:03,Earthquake,62.0,,,6.1,MB,,,,,,,USP00013TU,US,US,US,Reviewed,4851,,15,53,3.5,62.0,6.1,,6.1,,,,,,INDONESIA,,INDONESIA:  JAVA,170,30.0,1.0,,,200.0,3.0,16.0,3.0,,,,,30.0,1.0,,,200.0,3.0,16.0,3.0,,,,
379,380,2,11,2002,2.824,96.085,11/2/2002,1:26:11,Earthquake,30.0,,418.0,7.4,MWB,,,,,,1.22,USP000BFUZ,US,US,US,Reviewed,5662,,1,26,10.7,30.0,7.3,7.3,7.6,6.2,,,,,INDONESIA,,INDONESIA:  SUMATERA:  SIMEULUE,170,3.0,1.0,,,65.0,2.0,,3.0,,,994.0,3.0,3.0,1.0,,,65.0,2.0,,3.0,,,994.0,3.0
380,381,2,11,2004,49.277,-128.772,11/2/2004,10:02:13,Earthquake,10.0,,459.0,6.7,MWB,,,37.3,,,1.17,USP000D7H4,US,US,US,Reviewed,7403,Tsu,10,2,12.8,10.0,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,150,,,,,,,,,,,,,,,,,,,,,,,,
381,382,2,12,1991,45.498,21.115,12/2/1991,8:49:40,Earthquake,9.0,1.9,,5.5,MW,,,,,,1.1,USP0004ZXR,US,US,HRV,Reviewed,5314,,8,49,40.2,9.0,5.5,5.5,5.6,5.2,,,,8.0,ROMANIA,,"ROMANIA:  VOITEG, DETA, BANLOC",110,,,,,,2.0,,2.0,,,5000.0,2.0,,,,,,2.0,,2.0,,,5000.0,4.0
382,383,2,12,1996,31.789,131.314,12/2/1996,22:17:59,Earthquake,49.2,3.5,,6.7,MWC,,,,,,1.0,USP0007TW5,US,US,HRV,Reviewed,6501,Tsu,22,17,59.2,49.0,6.7,6.7,6.6,6.0,,,,,JAPAN,,JAPAN:  KYUSHU,30,,,,,,,,,,,,,,,,,,,,,,,,
383,384,2,12,2002,37.747,21.087,12/2/2002,4:58:55,Earthquake,10.0,,234.0,5.7,MWC,,,,,,1.21,USP000BJWY,US,US,HRV,Reviewed,5666,,4,58,55.1,10.0,5.7,5.7,5.4,5.2,,,,,GREECE,,"GREECE:  MEGALOPOLIS, VARTHOLOMION",130,,,,,17.0,1.0,,2.0,8.0,1.0,100.0,2.0,,,,,17.0,1.0,,2.0,8.0,1.0,100.0,2.0
384,385,2,12,2004,10.49,-61.48,12/2/2004,19:16:35,Earthquake,49.0,,357.0,5.8,MWC,,,28.0,,,0.93,USP000D9UN,US,US,HRV,Reviewed,5831,,19,16,34.6,49.0,5.8,5.8,5.3,5.4,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  MAYARO,90,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
385,386,2,2,1985,28.399,52.997,2/2/1985,20:52:34,Earthquake,36.8,7.4,,5.5,MW,,,,,,1.0,USP0002BJW,US,US,HRV,Reviewed,5055,,20,52,34.2,37.0,5.3,,5.3,5.2,,,,,IRAN,,"IRAN:  S, FIRUZABAD-JAHROM",140,1.0,1.0,,,80.0,2.0,,2.0,1500.0,4.0,,,1.0,1.0,,,80.0,2.0,,2.0,1500.0,4.0,,
386,387,2,2,2012,-17.827,167.133,2/2/2012,13:34:41,Earthquake,23.0,,573.0,7.1,MWW,,,12.0,,,1.07,USP000JEAG,US,US,US,Reviewed,9871,Tsu,13,34,40.6,23.0,7.0,7.0,6.9,6.5,,,,,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
387,388,2,3,1987,-37.965,176.765,3/2/1987,1:42:34,Earthquake,19.2,,,6.5,MW,,,,,,1.5,USP00032X6,US,US,HRV,Reviewed,5127,,1,42,34.1,19.0,6.6,,6.6,5.9,,,,10.0,NEW ZEALAND,,"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE",170,1.0,1.0,,,25.0,1.0,210.0,4.0,,,,,1.0,1.0,,,25.0,1.0,210.0,4.0,,,,
388,389,2,4,1977,-16.696,-172.095,4/2/1977,7:15:23,Earthquake,33.0,,,7.6,MS,,,,,,,USP0000N82,US,US,US,Reviewed,4769,Tsu,7,15,22.7,33.0,7.6,,7.6,6.8,,,,6.0,SAMOA,,SAMOA ISLANDS:  APIA,170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
389,390,2,6,1979,-30.812,117.179,6/2/1979,9:47:58,Earthquake,6.0,,,6.1,MS,,,,,,,USP000112D,US,US,US,Reviewed,4836,,9,47,58.1,6.0,6.1,,6.1,6.0,,,,,AUSTRALIA,,AUSTRALIA:  WESTERN,170,,,,,,,1.5,2.0,,,,,,,,,,,,,,,,
390,391,2,6,1994,-10.477,112.835,6/2/1994,18:17:34,Earthquake,18.4,4.0,,7.8,MW,,,,,,1.1,USP0006DJK,US,US,HRV,Reviewed,5385,Tsu,18,17,34.0,18.0,7.8,7.8,7.2,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,170,,1.0,,,,,,1.0,,,,,238.0,3.0,,,423.0,3.0,2.2,2.0,1500.0,4.0,,
391,392,2,6,2007,23.028,101.052,6/2/2007,21:34:58,Earthquake,5.0,,400.0,6.1,MWB,,,17.5,,,0.96,USP000FD8A,US,US,US,Reviewed,7525,,21,34,57.7,5.0,6.1,6.1,6.3,5.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  NING'ER,30,3.0,1.0,,,329.0,3.0,310.0,4.0,,,,,3.0,1.0,,,329.0,3.0,310.0,4.0,,,,
392,393,2,6,2009,-17.757,167.949,6/2/2009,2:17:04,Earthquake,15.0,,257.0,6.3,MWC,,,31.7,,,0.86,USP000GXSF,US,US,US,Reviewed,8385,,2,17,3.5,15.0,6.3,6.3,6.2,5.7,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,170,,,,,4.0,1.0,,1.0,,,,,,,,,4.0,1.0,,1.0,,,,2.0
393,394,2,6,2013,23.789,121.141,6/2/2013,5:43:03,Earthquake,17.0,,434.0,6.2,MWW,,,39.0,,,0.66,USB000HBRT,US,US,US,Reviewed,10002,,5,43,3.4,17.0,6.3,6.3,6.2,6.1,,,,,TAIWAN,,TAIWAN:  JENAI,30,4.0,1.0,,,21.0,1.0,,1.0,,,,,4.0,1.0,,,21.0,1.0,,1.0,,,,
394,395,2,7,2013,4.645,96.665,7/2/2013,7:37:03,Earthquake,13.0,,334.0,6.1,MWW,,,21.0,,,0.65,USB000I4RE,US,US,US,Reviewed,10005,,7,37,2.6,13.0,6.1,6.1,6.2,5.9,,,,,INDONESIA,,INDONESIA:  BANDA ACEH,60,42.0,1.0,,,2500.0,4.0,,3.0,20401.0,4.0,,,42.0,1.0,6.0,1.0,2500.0,4.0,,3.0,20401.0,4.0,,
395,396,2,8,2007,47.116,141.798,8/2/2007,2:37:42,Earthquake,5.0,,429.0,6.2,MWB,,,70.1,,,1.08,USP000FHN0,US,US,US,Reviewed,7531,Tsu,2,37,42.3,5.0,6.2,6.2,6.2,5.3,,,,,RUSSIA,,RUSSIA:  TATAR STRAIT,50,2.0,1.0,,,12.0,1.0,,1.0,11.0,1.0,20.0,1.0,2.0,1.0,,,12.0,1.0,,1.0,11.0,2.0,20.0,1.0
396,397,2,8,2007,51.307,-179.971,8/2/2007,3:21:43,Earthquake,21.0,,725.0,6.7,MWC,,,23.6,,,0.97,USP000FHN5,US,US,GCMT,Reviewed,7532,Tsu,3,21,42.8,21.0,6.7,6.7,6.6,6.3,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,150,,,,,,,,,,,,,,,,,,,,,,,,
397,398,2,9,2007,-11.61,165.762,9/2/2007,1:05:18,Earthquake,35.0,,312.0,7.2,MWC,,,21.3,,,1.31,USP000FM6B,US,US,GCMT,Reviewed,8136,Tsu,1,5,18.1,35.0,7.2,7.2,7.3,5.9,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
398,399,2,9,2009,-7.782,107.297,9/2/2009,7:55:01,Earthquake,46.0,,312.0,7.0,MWC,,,16.3,,,0.89,USP000H152,US,US,US,Reviewed,8386,,7,55,1.0,46.0,7.0,7.0,7.0,6.8,,,,,INDONESIA,,INDONESIA:  JAVA,170,81.0,2.0,,,1297.0,3.0,,3.0,,,,,81.0,2.0,,,1297.0,3.0,,3.0,,,54000.0,4.0
399,400,2,9,2011,52.171,-171.708,9/2/2011,10:55:54,Earthquake,32.0,,779.0,6.9,MWW,,,19.5,,,1.41,USP000J7DC,US,US,US,Reviewed,9839,Tsu,10,55,53.5,32.0,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,150,,,,,,,,,,,,,,,,,,,,,,,,
400,401,20,1,1982,6.946,94.002,1/20/1982,4:25:12,Earthquake,18.9,4.4,,6.3,MS,,11.0,,,,1.1,USP0001J5B,US,US,US,Reviewed,4938,,4,25,11.6,19.0,6.3,,6.3,5.6,,,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,60,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,,,
401,402,20,1,2003,-10.491,160.77,1/20/2003,8:43:06,Earthquake,33.0,,457.0,7.3,MWC,,,,,,0.84,USP000BNVQ,US,US,HRV,Reviewed,5672,Tsu,8,43,6.0,33.0,7.3,7.3,7.8,6.7,,,,,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",170,,,,,,,,,,,,,,,,,,,,,,,,
402,403,20,10,1979,-8.254,115.847,10/20/1979,1:41:10,Earthquake,38.0,,,6.2,MS,,,,,,,USP00013KM,US,US,US,Reviewed,4849,,1,41,10.4,38.0,6.2,,6.2,6.0,,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND,170,2.0,1.0,,,40.0,1.0,,2.0,,,,,2.0,1.0,,,40.0,1.0,,2.0,,,,
403,404,20,10,1986,-28.117,-176.367,10/20/1986,6:46:10,Earthquake,29.1,,,7.7,MW,,,,,,1.2,USP0002Z3J,US,US,HRV,Reviewed,5115,Tsu,6,46,9.9,29.0,8.1,,8.1,6.6,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS:  RAOUL,170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
404,405,20,10,1990,37.093,103.781,10/20/1990,8:07:28,Earthquake,11.7,,,5.7,MW,,,,,,1.4,USP0004FYY,US,US,HRV,Reviewed,5262,,8,7,27.5,12.0,5.8,,5.8,5.6,,,,4.0,CHINA,,CHINA:  GANSU PROVINCE:  TIANZHU,30,7.0,1.0,,,92.0,2.0,,3.0,87000.0,4.0,,,4.0,1.0,,,92.0,2.0,,3.0,87000.0,4.0,,
405,406,20,10,2005,38.152,26.751,10/20/2005,21:40:04,Earthquake,10.0,,494.0,5.9,MWB,,,19.0,,,0.93,USP000E2BQ,US,US,US,Reviewed,6779,,21,40,4.0,10.0,5.9,5.9,5.7,5.5,,,,,TURKEY,,TURKEY:  IZMIR,140,1.0,1.0,,,15.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,,,15.0,1.0,,1.0,,2.0,,
