,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
501,502,22,2,2004,-1.559,100.488,2/22/2004,6:46:27,Earthquake,42.0,,611.0,6.0,MWB,,,48.5,,,0.83,USP000CMT2,US,US,US,Reviewed,5763,,6,46,27.0,42.0,6.0,6.0,5.7,6.3,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PESISIR SELATAN,170,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,3.0
502,503,22,2,2005,30.754,56.816,2/22/2005,2:25:23,Earthquake,14.0,,652.0,6.4,MWC,,,27.7,,,1.31,USP000DGPX,US,US,HRV,Reviewed,5848,,2,25,22.9,14.0,6.4,6.4,6.5,6.0,,,,,IRAN,,IRAN:  KERMAN PROVINCE:  ZARAND,140,612.0,3.0,,,1411.0,4.0,,4.0,8000.0,4.0,8000.0,4.0,612.0,3.0,,,1411.0,4.0,,4.0,8000.0,4.0,,
503,504,22,2,2006,-21.324,33.583,2/22/2006,22:19:08,Earthquake,11.0,,412.0,7.0,MWB,,,23.2,,,1.37,USP000EAMH,US,US,US,Reviewed,7225,,22,19,7.8,11.0,7.0,7.0,7.5,6.5,,,,,MOZAMBIQUE,,MOZAMBIQUE,10,4.0,1.0,,,36.0,1.0,,2.0,294.0,3.0,,,4.0,1.0,,,36.0,1.0,,2.0,294.0,3.0,,
504,505,22,3,1978,44.026,149.002,3/22/1978,0:50:32,Earthquake,33.0,,,6.7,MS,,,,,,,USP0000TH2,US,US,US,Reviewed,6599,Tsu,0,50,32.2,33.0,6.7,,6.7,6.3,,,,4.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
505,506,22,3,1978,44.14,149.029,3/22/1978,21:34:33,Earthquake,33.0,,,6.6,MS,,,,,,,USP0000THY,US,US,US,Reviewed,6799,Tsu,21,34,33.4,33.0,6.6,,6.6,6.0,,,,5.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
506,507,22,4,1983,14.926,99.023,4/22/1983,0:37:37,Earthquake,10.0,,,5.7,MW,,,,,,1.0,USP0001UND,US,US,NC,Reviewed,4976,,0,37,37.0,10.0,5.9,,5.9,5.9,,,,,THAILAND,,THAILAND:  BANGKOK,60,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
507,508,22,4,1991,9.685,-83.073,4/22/1991,21:56:52,Earthquake,10.0,,,7.6,MW,,,,,,1.2,USP0004QPG,US,US,HRV,Reviewed,5282,Tsu,21,56,51.8,10.0,7.6,7.6,7.4,6.3,,,7.6,10.0,COSTA RICA,,"COSTA RICA:  LIMON, PANDORA",90,87.0,2.0,,,,,510.0,4.0,,,,,89.0,2.0,,,,,510.0,4.0,,,,
508,509,22,4,1997,11.112,-60.892,4/22/1997,9:31:23,Earthquake,5.0,,,6.7,MWB,,,,,,0.88,USP000810J,US,US,US,Reviewed,5459,,9,31,23.2,5.0,6.7,6.7,6.5,6.0,,,,,TRINIDAD AND TOBAGO,,TOBAGO,90,,,,,2.0,1.0,25.0,4.0,3.0,1.0,,,,,,,2.0,1.0,25.0,4.0,3.0,1.0,,
509,510,22,5,1998,-17.731,-65.431,5/22/1998,4:48:50,Earthquake,24.0,,,6.6,MWB,,,,,,1.36,USP0008NHP,US,US,US,Reviewed,5493,,4,48,50.4,24.0,6.6,6.6,6.6,5.9,,,,,BOLIVIA,,"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",160,105.0,3.0,,,150.0,3.0,,3.0,,3.0,,,105.0,3.0,,,150.0,3.0,,3.0,,3.0,,
510,511,22,5,2012,42.645,22.968,5/22/2012,0:00:33,Earthquake,10.0,,661.0,5.6,MWW,,,14.0,,,0.87,USP000JKRW,US,US,US,Reviewed,9906,,0,0,32.7,10.0,5.6,5.6,5.3,5.7,,,,7.0,BULGARIA,,BULGARIA: PERNIK,110,,,,,,,,2.0,,,90.0,2.0,,,,,,,,2.0,,,90.0,2.0
511,512,22,6,1977,-22.878,-175.9,6/22/1977,12:08:33,Earthquake,65.0,,,6.8,MB,,,,,,,USP0000PDX,US,US,US,Reviewed,4777,Tsu,12,8,33.4,65.0,7.2,,7.2,7.2,,,7.2,4.0,TONGA,,TONGA TRENCH,170,1.0,1.0,,,5.0,1.0,1.2,2.0,,,,,,,,,,,,,,,,
512,513,22,6,2002,35.626,49.047,6/22/2002,2:58:21,Earthquake,10.0,,555.0,6.5,MWC,,,,,,1.11,USP000B6PK,US,US,HRV,Reviewed,5639,,2,58,21.3,10.0,6.5,6.5,6.4,6.2,,,,8.0,IRAN,,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,140,261.0,3.0,,,1300.0,4.0,300.0,4.0,,4.0,,4.0,261.0,3.0,,,1300.0,4.0,300.0,4.0,4.0,4.0,,
513,514,22,7,1983,36.948,49.18,7/22/1983,2:41:01,Earthquake,41.3,3.8,,5.6,MB,,47.0,,,,1.1,USP0001X0J,US,US,US,Reviewed,4983,,2,41,0.8,41.0,5.0,,5.0,5.6,,,,6.0,IRAN,,"IRAN:  NW, ZANJIN",140,3.0,1.0,,,41.0,1.0,5.0,2.0,75.0,2.0,,,3.0,1.0,,,41.0,1.0,5.0,2.0,75.0,2.0,,
514,515,22,9,1987,-0.978,-78.05,9/22/1987,13:43:38,Earthquake,10.0,,,6.4,MW,,,,,,1.0,USP00038M3,US,US,HRV,Reviewed,5142,,13,43,37.6,10.0,6.2,,6.2,6.1,,,,,ECUADOR,,"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",160,2.0,1.0,,,12.0,1.0,,2.0,,3.0,,,2.0,1.0,,,12.0,1.0,,2.0,,3.0,,
515,516,22,9,1989,31.583,102.433,9/22/1989,2:25:51,Earthquake,14.6,,,6.1,MW,,,,,,1.1,USP0003ZVQ,US,US,HRV,Reviewed,5211,,2,25,50.8,15.0,6.1,,6.1,6.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,30,1.0,1.0,,,151.0,3.0,,3.0,4270.0,4.0,,,1.0,1.0,,,151.0,3.0,,3.0,4270.0,4.0,,
516,517,22,9,2003,19.777,-70.673,9/22/2003,4:45:36,Earthquake,10.0,,494.0,6.4,MWB,,,31.7,,,1.06,USP000C89D,US,US,US,Reviewed,5723,,4,45,36.2,10.0,6.4,6.4,6.6,6.2,,,,10.0,DOMINICAN REPUBLIC,,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",90,3.0,1.0,,,15.0,1.0,,3.0,,3.0,,,3.0,1.0,,,15.0,1.0,,3.0,,3.0,,
517,518,23,1,1981,30.927,101.098,1/23/1981,21:13:52,Earthquake,33.0,,,6.8,MS,,,,,,,USP0001BVE,US,US,US,Reviewed,4911,,21,13,51.7,33.0,6.8,,6.8,5.7,,,,8.0,CHINA,,CHINA:  SICHUAN PROVINCE,30,150.0,3.0,,,489.0,3.0,5.0,2.0,2992.0,4.0,,,150.0,3.0,,,489.0,3.0,5.0,2.0,2992.0,4.0,,
518,519,23,1,2003,-8.807,118.524,1/23/2003,0:08:23,Earthquake,33.0,,79.0,5.5,MWC,,,,,,1.39,USP000BP0U,US,US,HRV,Reviewed,5674,,0,8,22.8,33.0,5.5,5.5,5.1,5.3,,,,6.0,INDONESIA,,INDONESIA:  SUMBAWA ISLAND:  DOMPU,170,,,,,2.0,1.0,,2.0,,,500.0,3.0,,,,,2.0,1.0,,2.0,,,500.0,3.0
519,520,23,1,2005,-1.198,119.933,1/23/2005,20:10:12,Earthquake,11.0,,139.0,6.3,MWC,,,31.0,,,1.24,USP000DE4M,US,US,HRV,Reviewed,5839,,20,10,12.1,11.0,6.3,6.3,5.9,5.8,,,,,INDONESIA,,INDONESIA:  SULAWESI:  PALU,170,1.0,1.0,,,4.0,1.0,,2.0,,,,,1.0,1.0,,,4.0,1.0,,2.0,,,,
520,521,23,10,1995,26.003,102.227,10/23/1995,22:46:51,Earthquake,10.0,,,6.2,MW,,,,,,1.0,USP00075N1,US,US,HRV,Reviewed,5424,,22,46,50.8,10.0,6.2,6.2,6.4,5.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  WUDING,30,81.0,2.0,,,800.0,3.0,80.0,4.0,200.0,3.0,200.0,3.0,81.0,2.0,,,800.0,3.0,80.0,4.0,200.0,3.0,,
521,522,23,10,2002,63.514,-147.912,10/23/2002,11:27:19,Earthquake,4.2,,651.0,6.7,MWC,,,,,,,USP000BF2U,US,AEIC,HRV,Reviewed,5657,,11,27,19.4,4.0,6.7,6.7,6.7,6.0,,,,8.0,USA,AK,"ALASKA:  CANTWELL, DENALI NATL PARK",150,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
522,523,23,10,2004,37.226,138.779,10/23/2004,8:56:01,Earthquake,16.0,,782.0,6.6,MWC,,,37.0,,,1.1,USP000D6VK,US,US,HRV,Reviewed,5807,,8,56,0.8,16.0,6.6,6.6,6.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,30,40.0,1.0,,,3183.0,4.0,28000.0,4.0,6000.0,4.0,,,40.0,1.0,,,3183.0,4.0,28000.0,4.0,6000.0,4.0,,
523,524,23,11,1979,4.805,-76.217,11/23/1979,23:40:30,Earthquake,108.0,,,6.4,MB,,,,,,,USP000145H,US,US,US,Reviewed,4858,,23,40,29.8,108.0,6.4,,,6.4,,,,,COLOMBIA,,COLOMBIA:  MANIZALES-ARMENIA,160,72.0,2.0,,,600.0,3.0,20.0,3.0,,,,,72.0,2.0,,,600.0,3.0,20.0,3.0,,,,
524,525,23,11,1980,40.914,15.366,11/23/1980,18:34:54,Earthquake,10.0,,,6.9,MS,,,,,,,USP0001AY4,US,US,US,Reviewed,4903,,18,34,53.8,20.0,6.9,,6.9,6.0,,,,10.0,ITALY,,"ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES",130,4689.0,4.0,,,7700.0,4.0,20000.0,4.0,,,,,4689.0,4.0,,,7700.0,4.0,20000.0,4.0,,,,
525,526,23,12,1978,23.247,122.075,12/23/1978,11:23:12,Earthquake,33.0,,,7.0,MS,,,,,,,USP0000Y1Y,US,US,US,Reviewed,4824,,11,23,12.0,33.0,7.0,,7.0,7.2,,,,,TAIWAN,,TAIWAN:  PINTUNG,30,2.0,1.0,,,3.0,1.0,,,,,,,2.0,1.0,,,3.0,1.0,,,,,,
526,527,23,12,2004,-49.312,161.345,12/23/2004,14:59:04,Earthquake,10.0,,331.0,8.1,MWC,,,59.3,,,1.12,USP000DB93,US,US,HRV,Reviewed,5835,Tsu,14,59,4.4,10.0,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,170,,,,,,,,,,,,,,,,,,,,,,,,
527,528,23,12,2011,-43.49,172.8,12/23/2011,0:58:38,Earthquake,9.7,,243.0,5.8,MWW,,,43.9,,,,USP000JCH0,US,WEL,US,Reviewed,9855,,0,58,38.3,10.0,5.8,5.8,5.6,5.7,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,170,,,,,60.0,2.0,,1.0,,,,1.0,,,,,60.0,2.0,,1.0,,,,1.0
528,529,23,2,1980,43.53,146.753,2/23/1980,5:51:03,Earthquake,44.0,,,7.0,MS,,,,,,,USP00015MW,US,US,US,Reviewed,6459,Tsu,5,51,3.2,44.0,7.0,,7.0,6.3,,,,7.0,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
529,530,23,2,1994,30.853,60.596,2/23/1994,8:02:05,Earthquake,6.0,,,6.1,MW,,,,,,1.0,USP00068WD,US,US,HRV,Reviewed,5380,,8,2,4.7,6.0,6.1,6.1,6.1,6.1,,,,,IRAN,,IRAN:  SISTAN,140,6.0,1.0,,,,3.0,1.4,2.0,,,,,6.0,1.0,,,,3.0,1.4,2.0,,,,
530,531,23,2,1995,35.046,32.279,2/23/1995,21:03:01,Earthquake,10.0,,,5.9,MW,,,,,,1.0,USP0006TDU,US,US,HRV,Reviewed,5405,,21,3,1.3,10.0,5.9,5.9,5.7,5.8,,,,7.0,CYPRUS,,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",130,2.0,1.0,,,5.0,1.0,4.34,2.0,70.0,2.0,570.0,3.0,2.0,1.0,,,5.0,1.0,4.34,2.0,70.0,2.0,570.0,3.0
531,532,23,2,2001,29.513,101.129,2/23/2001,0:09:24,Earthquake,33.0,,368.0,5.6,MWC,,,,,,1.05,USP000AA5P,US,US,HRV,Reviewed,5593,,0,9,23.6,33.0,5.6,5.6,5.4,5.7,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",30,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,60000.0,4.0,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,,
532,533,23,2,2006,26.912,91.705,2/23/2006,20:04:54,Earthquake,10.0,,263.0,5.8,MWB,,,30.2,,,0.93,USP000EAQ0,US,US,US,Reviewed,7226,,20,4,53.5,10.0,5.8,5.8,5.3,5.5,,,,,BHUTAN,,BHUTAN:  TASHIGANG,60,,,,,,,,1.0,126.0,3.0,126.0,3.0,,,,,,,,1.0,126.0,3.0,,
533,534,23,3,1978,44.209,148.971,3/23/1978,0:31:02,Earthquake,46.0,,,6.8,MS,,,,,,,USP0000TJ3,US,US,US,Reviewed,4796,Tsu,0,31,2.1,46.0,6.8,,6.8,6.1,,,,5.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
534,535,23,3,1978,44.932,148.439,3/23/1978,3:15:20,Earthquake,33.0,,,7.5,MS,,,,,,,USP0000TJH,US,US,US,Reviewed,4797,Tsu,3,15,20.3,33.0,7.5,,7.5,6.4,,,,6.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
535,536,23,3,1983,38.294,20.262,3/23/1983,23:51:07,Earthquake,19.1,2.5,,6.4,MW,,,,,,1.3,USP0001TWA,US,US,NC,Reviewed,4966,,23,51,6.5,19.0,6.2,,6.2,5.8,,,,7.0,GREECE,,GREECE: VONITSA,130,,,,,7.0,1.0,,2.0,160.0,3.0,,,,,,,7.0,1.0,,2.0,160.0,3.0,,
536,537,23,4,1997,13.986,144.901,4/23/1997,19:44:28,Earthquake,100.8,,,6.5,MWC,,,,,,1.03,USP000814H,US,US,HRV,Reviewed,7201,,19,44,28.4,101.0,6.5,6.5,,6.2,,,,7.0,USA TERRITORY,GU,GUAM,170,,,,,4.0,1.0,,1.0,,,,,,,,,4.0,1.0,,1.0,,,,
537,538,23,4,2004,-9.362,122.839,4/23/2004,1:50:30,Earthquake,65.8,,386.0,6.7,MWB,,,27.6,,,1.13,USP000CT64,US,US,US,Reviewed,5775,,1,50,30.2,66.0,6.7,6.7,,6.5,,,,,INDONESIA,,INDONESIA:  TIMOR: KUPANG,170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
538,539,23,5,1978,40.759,23.268,5/23/1978,23:34:11,Earthquake,10.0,,,5.7,MB,,,,,,,USP0000UPR,US,US,US,Reviewed,4802,,23,34,11.4,10.0,5.6,,5.6,5.7,,,5.6,7.0,GREECE,,"GREECE:  THESSALONIKI, VOLVI, LANGADAS",130,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,
539,540,23,5,1987,8.047,125.41,5/23/1987,17:09:04,Earthquake,32.0,7.6,,5.7,MW,,,,,,1.2,USP0003578,US,US,HRV,Reviewed,5135,,17,9,4.4,32.0,5.2,,5.2,5.1,,,,2.0,PHILIPPINES,,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,170,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,
540,541,23,5,1989,-52.341,160.568,5/23/1989,10:54:46,Earthquake,10.0,,,8.2,MW,,,,,,1.3,USP0003VJ7,US,US,PAR,Reviewed,5198,Tsu,10,54,46.3,10.0,8.2,,8.2,6.4,,,,7.0,AUSTRALIA,TAS,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,170,,,,,,,,1.0,,,,,,,,,,,,,,,,
541,542,23,5,2001,27.689,101.003,5/23/2001,21:10:44,Earthquake,33.0,,168.0,5.5,MWC,,,,,,1.01,USP000AFDP,US,US,HRV,Reviewed,5598,,21,10,43.9,33.0,5.5,5.5,5.3,5.1,,,,,CHINA,,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,30,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,
542,543,23,6,2001,-16.265,-73.641,6/23/2001,20:33:14,Earthquake,33.0,,518.0,8.4,MWW,,,,,,1.05,OFFICIAL20010623203314130_33,OFFICIAL,US,OFFICIAL,Reviewed,5601,Tsu,20,33,14.1,33.0,8.4,8.4,8.2,6.7,,,,8.0,PERU,,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",160,77.0,2.0,68.0,2.0,2713.0,4.0,,4.0,22399.0,4.0,,,103.0,3.0,138.0,3.0,2713.0,4.0,200.0,4.0,25399.0,4.0,,
543,544,23,7,1978,22.282,121.512,7/23/1978,14:42:37,Earthquake,17.0,,,7.4,MS,,,,,,,USP0000VPZ,US,US,US,Reviewed,6456,Tsu,14,42,36.9,17.0,7.4,,7.4,6.5,,,,,TAIWAN,,TAIWAN,30,,,,,,,,,,,,,,,,,,,,,,,,
544,545,23,7,1982,36.194,141.702,7/23/1982,14:23:54,Earthquake,36.6,3.4,,7.1,MW,,,,,,1.0,USP0001NKK,US,US,NC,Reviewed,6601,Tsu,14,23,53.5,37.0,6.8,,6.8,6.2,,,,,JAPAN,,"IBARAKI, JAPAN",30,,,,,,,,,,,,,,,,,,,,,,,,
545,546,23,7,2005,35.498,139.982,7/23/2005,7:34:57,Earthquake,61.0,,457.0,5.9,MWB,,,42.9,,,0.69,USP000DVQT,US,US,US,Reviewed,6761,,7,34,56.7,61.0,5.9,5.9,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,30,,,,,27.0,1.0,,1.0,1.0,1.0,,,,,,,27.0,1.0,,1.0,1.0,1.0,,
546,547,23,7,2008,39.802,141.464,7/23/2008,15:26:20,Earthquake,108.0,,633.0,6.8,MWC,,,20.2,,,0.92,USP000GCZP,US,US,US,Reviewed,8164,,15,26,19.9,108.0,6.8,6.8,,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  N,30,1.0,1.0,,,200.0,3.0,,2.0,90.0,2.0,90.0,2.0,1.0,1.0,,,200.0,3.0,,2.0,,,90.0,2.0
547,548,23,8,1985,39.431,75.224,8/23/1985,12:41:56,Earthquake,6.8,,,7.0,MW,,,,,,1.2,USP0002J21,US,US,HRV,Reviewed,5072,,12,41,56.1,7.0,7.5,,7.5,6.4,,,,7.0,CHINA,,CHINA:  S XINJIANG:  WUQUA-SHUFU,40,71.0,2.0,,,162.0,3.0,5.0,2.0,,3.0,,,71.0,2.0,,,162.0,3.0,5.0,2.0,,3.0,,
548,549,23,9,1990,33.267,138.643,9/23/1990,21:13:07,Earthquake,10.0,,,6.5,MW,,,,,,1.3,USP0004F00,US,US,NC,Reviewed,6602,Tsu,21,13,7.4,10.0,6.5,,6.5,6.0,,,,,JAPAN,,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",30,,,,,,,,,,,,,,,,,,,,,,,,
549,550,24,1,1983,16.147,-95.232,1/24/1983,8:17:40,Earthquake,56.8,2.7,,6.3,MB,,78.0,,,,1.2,USP0001SHV,US,US,US,Reviewed,4960,,8,17,39.6,57.0,6.7,,6.7,6.3,,,,7.0,MEXICO,,MEXICO:  OAXACA:   SALINA CRUZ,150,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
550,551,24,1,1987,41.529,79.318,1/24/1987,8:09:21,Earthquake,28.9,,,6.2,MW,,,,,,1.2,USP00031W0,US,US,HRV,Reviewed,5123,,8,9,21.3,29.0,5.9,,5.9,5.9,,,,,CHINA,,"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",40,,,,,,,,2.0,417.0,3.0,,,,,,,,,,2.0,417.0,3.0,,
551,552,24,1,2005,-1.364,-80.785,1/24/2005,23:23:26,Earthquake,16.9,14.5,309.0,6.1,MWB,,,29.6,,,1.19,USP000DE8S,US,US,US,Reviewed,5840,,23,23,26.1,17.0,6.1,6.1,5.7,5.5,,,,,ECUADOR,,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",160,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
552,553,24,10,1980,18.211,-98.24,10/24/1980,14:53:35,Earthquake,72.0,,,6.4,MB,,,,,,,USP0001AE2,US,US,US,Reviewed,4899,,14,53,35.1,72.0,6.4,,6.4,6.6,,,,9.0,MEXICO,,"MEXICO:  S, HUAJAPAN DE LEON, OAXACA",150,300.0,3.0,,,,3.0,5.0,2.0,,3.0,,,300.0,3.0,,,,3.0,5.0,2.0,,3.0,,
553,554,24,10,2002,-1.884,29.004,10/24/2002,6:08:38,Earthquake,11.0,,345.0,6.2,MWC,,,,,,1.05,USP000BF6U,US,US,HRV,Reviewed,5658,,6,8,37.9,11.0,6.2,6.2,6.3,5.9,,,,,CONGO,,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",10,2.0,1.0,,,,,,1.0,,2.0,,,2.0,1.0,,,,,,1.0,,2.0,,
554,555,24,2,1981,38.222,22.934,2/24/1981,20:53:38,Earthquake,33.0,,,6.7,MS,,15.0,,,,1.2,USP0001CCB,US,US,US,Reviewed,4915,Tsu,20,53,38.4,33.0,6.7,,6.7,5.9,,,,8.0,GREECE,,GREECE:  ATHENS-EASTERN GULF OF CORINTH,130,22.0,1.0,,,400.0,3.0,812.0,4.0,8000.0,4.0,,,22.0,1.0,,,400.0,3.0,812.0,4.0,8000.0,4.0,,
555,556,24,2,2003,39.61,77.23,2/24/2003,2:03:41,Earthquake,11.0,,424.0,6.3,MWC,,,,,,0.92,USP000BRBP,US,US,HRV,Reviewed,5682,,2,3,41.4,11.0,6.3,6.3,6.3,5.8,,,,,CHINA,,CHINA:  S. XINJIANG:  BACHU,40,261.0,3.0,,,4000.0,4.0,,4.0,71000.0,4.0,,,261.0,3.0,,,4000.0,4.0,,4.0,71000.0,4.0,,
556,557,24,2,2004,35.142,-3.997,2/24/2004,2:27:46,Earthquake,0.0,,786.0,6.4,MWB,,,19.8,,,,USP000CMXE,US,MDD,US,Reviewed,5765,,2,27,46.2,0.0,6.4,6.4,6.4,6.2,,,,9.0,MOROCCO,,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",15,628.0,3.0,,,926.0,3.0,,4.0,2539.0,4.0,,,628.0,3.0,,,926.0,3.0,,4.0,2539.0,4.0,,
557,558,24,3,1978,42.839,78.606,3/24/1978,21:05:48,Earthquake,33.0,,,7.1,MS,,,,,,,USP0000TN6,US,US,US,Reviewed,4799,,21,5,48.2,33.0,7.1,,7.1,6.2,,,,8.0,KAZAKHSTAN,,KAZAKHSTAN:  ALMA-ATA,40,,,,,,,,3.0,,,,,,,,,,,,,,,,
558,559,24,3,1978,44.244,148.862,3/24/1978,19:47:51,Earthquake,33.0,,,7.6,MS,,,,,,,USP0000TMY,US,US,US,Reviewed,4798,Tsu,19,47,50.7,33.0,7.6,,7.6,6.5,,,,6.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
559,560,24,3,1984,44.117,148.192,3/24/1984,9:44:03,Earthquake,44.4,,,7.2,MW,,,,,,1.2,USP00022Y2,US,US,HRV,Reviewed,6466,Tsu,9,44,2.6,44.0,7.0,,7.0,6.1,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50,,,,,,,,,,,,,,,,,,,,,,,,
560,561,24,3,1987,37.447,137.865,3/24/1987,12:49:47,Earthquake,23.3,,,5.7,MW,,,,,,1.1,USP00033KK,US,US,HRV,Reviewed,6469,Tsu,12,49,47.0,23.0,5.1,,5.1,5.7,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,30,,,,,,,,,,,,,,,,,,,,,,,,
561,562,24,3,2001,34.083,132.526,3/24/2001,6:27:54,Earthquake,50.0,,596.0,6.8,MWC,,,,,,0.85,USP000ABYG,US,US,HRV,Reviewed,5596,,6,27,53.5,50.0,6.8,6.8,6.5,6.4,,,,9.0,JAPAN,,"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",30,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0
562,563,24,3,2004,45.382,118.256,3/24/2004,1:53:49,Earthquake,18.8,,447.0,5.5,MWB,,,22.0,,,0.88,USP000CQR9,US,US,US,Reviewed,5768,,1,53,49.4,19.0,5.4,5.4,5.2,5.6,,,,,CHINA,,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",30,,,,,100.0,2.0,74.0,4.0,38000.0,4.0,,,,,,,100.0,2.0,74.0,4.0,38000.0,4.0,,
563,564,24,3,2011,20.687,99.822,3/24/2011,13:55:12,Earthquake,8.0,,335.0,6.9,MWW,,,18.2,,,1.1,USP000HYFX,US,US,US,Reviewed,9801,,13,55,12.0,8.0,6.8,6.8,7.1,6.3,7.2,,,,MYANMAR (BURMA),,MYANMAR:  TACHILEK,60,75.0,2.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0,75.0,2.0,,,123.0,3.0,3.6,2.0,,,10104.0,4.0
564,565,24,4,1973,4.956,-78.144,4/24/1973,21:30:10,Earthquake,50.0,,,6.5,MS,,,,,,,USP00001HW,US,US,US,Reviewed,4636,,21,30,9.9,50.0,6.5,,6.5,6.3,,,,,COLOMBIA,,"COLOMBIA; SAN CRISTOBAL, VENEZUELA",160,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,2.0,,,,
